# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "24" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "4000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts/cytoplasmic.Naive.b1/all/all_counts.txt" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam
ENSMUSG00000022178.10	chr14	54567469	54577661	-	10193	19	43	15	16	25	23	5	3
ENSMUSG00000064742.1	chr14	54581177	54581283	+	107	2	1	0	0	0	0	0	0
ENSMUSG00000022179.4	chr14	54583663	54605908	-	22246	95	139	84	63	108	108	28	40
ENSMUSG00000022193.6	chr14	54614120	54617995	-	3876	779	978	932	591	1004	1573	854	622
ENSMUSG00000076128.1	chr14	54616677	54616785	-	109	0	0	0	0	0	0	0	0
ENSMUSG00000072423.4	chr14	54625310	54629556	+	4247	0	0	0	0	0	0	0	0
ENSMUSG00000059674.6	chr14	54631992	54641364	-	9373	3	4	7	7	3	4	1	14
ENSMUSG00000092443.1	chr14	54632329	54632781	+	453	0	0	0	0	0	0	0	0
ENSMUSG00000091306.2	chr14	54640952	54648293	+	7342	28	21	28	21	40	84	23	17
ENSMUSG00000022185.18	chr14	54642161	54686931	-	44771	2486	3703	2719	2248	3643	6090	2387	2319
ENSMUSG00000106169.1	chr14	54643049	54643110	-	62	0	0	0	0	0	0	0	0
ENSMUSG00000040840.7	chr14	54650511	54654607	+	4097	0	1	0	0	0	1	1	0
ENSMUSG00000040822.6	chr14	54686171	54690742	+	4572	465	572	482	379	583	836	377	307
ENSMUSG00000052435.6	chr14	54710363	54712174	-	1812	5	5	0	0	7	7	4	1
ENSMUSG00000022180.6	chr14	54722216	54781886	-	59671	3158	4487	3254	3236	4754	9982	4935	5052
ENSMUSG00000112858.2	chr14	54814141	54854108	+	39968	0	0	0	0	0	0	0	0
ENSMUSG00000086420.1	chr14	54826247	54826676	-	430	0	0	0	0	0	1	0	0
ENSMUSG00000057156.10	chr14	54852736	54870961	-	18226	219	291	218	177	248	299	75	75
ENSMUSG00000072494.7	chr14	54872669	54877550	-	4882	583	741	652	481	743	1123	524	426
ENSMUSG00000102798.1	chr14	54877011	54879682	+	2672	1	3	0	0	0	0	0	0
ENSMUSG00000089682.9	chr14	54883377	54888234	+	4858	0	0	0	0	0	1	0	0
ENSMUSG00000092232.1	chr14	54883441	54898137	+	14697	15	66	18	39	19	53	8	30
ENSMUSG00000022194.15	chr14	54892500	54898169	+	5670	25	22	37	32	14	43	35	47
ENSMUSG00000022199.10	chr14	54906727	54913132	-	6406	8	4	2	0	4	2	1	3
ENSMUSG00000022203.6	chr14	54916543	54926788	-	10246	0	0	0	4	0	0	0	0
ENSMUSG00000040770.5	chr14	54932695	54935837	+	3143	0	0	0	0	0	0	0	0
ENSMUSG00000040759.8	chr14	54936470	54939256	+	2787	0	0	0	0	0	0	0	0
ENSMUSG00000040752.15	chr14	54941981	54966927	-	24947	0	0	0	0	0	0	0	0
ENSMUSG00000065432.1	chr14	54949060	54949142	-	83	0	0	0	0	0	0	0	0
ENSMUSG00000097652.2	chr14	54968678	54974349	+	5672	0	0	0	0	0	0	0	0
ENSMUSG00000053093.15	chr14	54970688	54994634	-	23947	0	0	0	0	0	0	1	0
ENSMUSG00000101680.1	chr14	54973029	54973359	+	331	0	0	0	0	0	0	0	0
ENSMUSG00000077928.1	chr14	54975700	54975776	-	77	0	0	0	0	0	0	0	0
ENSMUSG00000090889.1	chr14	54976933	54977025	+	93	0	0	0	0	0	0	0	0
ENSMUSG00000022204.8	chr14	55015454	55024135	+	8682	359	451	335	328	463	841	372	344
ENSMUSG00000072492.5	chr14	55038462	55042979	+	4518	0	0	1	0	0	0	0	1
ENSMUSG00000100162.1	chr14	55053869	55072397	+	18529	0	0	0	0	0	0	0	0
ENSMUSG00000045691.13	chr14	55053884	55098986	+	45103	303	396	293	210	342	404	156	140
ENSMUSG00000040721.9	chr14	55060262	55092324	-	32063	580	933	604	533	850	1240	552	465
ENSMUSG00000093452.3	chr14	55073091	55075874	+	2784	0	0	0	0	0	0	0	0
ENSMUSG00000104389.1	chr14	55082745	55084926	-	2182	0	0	0	0	0	0	0	0
ENSMUSG00000104056.1	chr14	55086253	55087291	-	1039	0	0	0	0	0	0	0	0
ENSMUSG00000040701.15	chr14	55098578	55106593	-	8016	471	673	473	369	639	956	505	376
ENSMUSG00000022208.11	chr14	55106830	55116935	-	10106	1	0	1	0	0	0	0	0
ENSMUSG00000077492.1	chr14	55161477	55161608	-	132	0	0	0	0	0	0	0	0
ENSMUSG00000022209.12	chr14	55222007	55241435	+	19429	0	0	0	1	0	0	0	0
ENSMUSG00000060680.1	chr14	55420269	55420724	-	456	2	2	0	0	3	2	1	2
ENSMUSG00000022210.6	chr14	55478758	55490338	+	11581	212	229	212	154	285	437	204	146
ENSMUSG00000022211.8	chr14	55491093	55508246	+	17154	3	9	2	4	3	11	2	5
ENSMUSG00000022212.15	chr14	55510445	55517431	+	6987	0	0	0	0	0	0	0	0
ENSMUSG00000040632.15	chr14	55518978	55524981	-	6004	0	0	0	0	0	0	0	0
ENSMUSG00000040618.6	chr14	55540266	55550017	+	9752	416	625	413	386	656	854	420	251
ENSMUSG00000053588.3	chr14	55559942	55560406	-	465	4	2	4	0	2	1	0	1
ENSMUSG00000022214.14	chr14	55560006	55570065	+	10060	1426	1833	1490	1180	2075	3261	1559	1233
ENSMUSG00000086341.1	chr14	55567219	55575991	-	8773	1	3	2	1	5	4	1	2
ENSMUSG00000022215.5	chr14	55575617	55576952	+	1336	0	0	0	0	0	1	1	0
ENSMUSG00000022216.16	chr14	55578123	55581529	+	3407	2694	2945	2532	1942	3330	5450	2896	2456
ENSMUSG00000022217.14	chr14	55581516	55585302	-	3787	173	262	176	126	238	337	163	109
ENSMUSG00000079197.10	chr14	55587441	55591113	-	3673	2924	3125	2757	2060	3410	6005	3771	3897
ENSMUSG00000047098.17	chr14	55591708	55603693	+	11986	1047	1404	1113	865	1351	1905	1182	2027
ENSMUSG00000002325.14	chr14	55603571	55610030	+	6460	1866	2135	1672	1441	2377	3784	1935	1811
ENSMUSG00000002324.7	chr14	55618037	55625395	+	7359	2	3	0	3	5	4	1	1
ENSMUSG00000002319.15	chr14	55625400	55637895	-	12496	899	1199	988	722	1200	2023	931	746
ENSMUSG00000002320.15	chr14	55635965	55643806	-	7842	1044	1309	1008	898	1453	2391	1104	918
ENSMUSG00000007591.14	chr14	55650182	55652539	+	2358	2	9	2	5	7	9	3	3
ENSMUSG00000002329.6	chr14	55657879	55660508	-	2630	578	760	553	437	693	933	379	330
ENSMUSG00000010376.14	chr14	55662265	55671906	-	9642	1022	1253	1090	757	1402	2273	1096	896
ENSMUSG00000002326.5	chr14	55672235	55678750	+	6516	699	889	659	483	785	1280	522	464
ENSMUSG00000007589.8	chr14	55679083	55681817	-	2735	182	250	215	185	268	421	217	159
ENSMUSG00000088402.1	chr14	55683834	55683917	-	84	0	0	0	0	0	0	0	0
ENSMUSG00000022218.15	chr14	55700009	55713492	-	13484	120	160	135	100	144	234	77	52
ENSMUSG00000040472.14	chr14	55715873	55722257	-	6385	330	437	349	302	481	822	395	278
ENSMUSG00000002332.15	chr14	55739020	55745690	-	6671	1477	1844	1446	1121	1851	3110	1483	1137
ENSMUSG00000019297.8	chr14	55745693	55755500	+	9808	697	795	681	530	825	1247	550	412
ENSMUSG00000022219.9	chr14	55754045	55758458	-	4414	6	4	2	3	7	12	6	2
ENSMUSG00000040432.4	chr14	55761428	55763229	+	1802	0	1	0	0	0	1	0	0
ENSMUSG00000046908.5	chr14	55765962	55768494	+	2533	5	12	5	3	12	12	5	7
ENSMUSG00000022220.13	chr14	55769058	55784042	-	14985	1	2	3	4	3	1	1	1
ENSMUSG00000022221.13	chr14	55784996	55788857	-	3862	286	372	273	215	406	571	360	290
ENSMUSG00000023411.11	chr14	55824795	55833943	+	9149	0	0	1	18	0	0	0	0
ENSMUSG00000075592.9	chr14	55854036	55874735	+	20700	118	189	123	126	139	199	71	76
ENSMUSG00000097542.1	chr14	55864311	55874735	-	10425	0	1	0	1	0	0	0	1
ENSMUSG00000040380.13	chr14	55878920	55884256	-	5337	2	1	0	0	0	0	0	1
ENSMUSG00000047153.3	chr14	55884969	55896781	+	11813	826	1256	918	626	1082	1330	558	637
ENSMUSG00000022223.8	chr14	55897286	55900232	-	2947	15	15	14	11	20	26	21	18
ENSMUSG00000022225.6	chr14	55941453	55944661	-	3209	0	1	0	0	0	0	0	0
ENSMUSG00000068289.5	chr14	55971428	55973995	+	2568	0	0	0	0	0	0	0	0
ENSMUSG00000058581.7	chr14	56010536	56011315	-	780	0	3	2	1	2	4	3	1
ENSMUSG00000022227.4	chr14	56017964	56020391	+	2428	0	0	0	0	0	0	0	0
ENSMUSG00000071361.1	chr14	56026864	56030495	-	3632	0	0	0	0	0	0	0	0
ENSMUSG00000022226.5	chr14	56042123	56044634	+	2512	0	0	0	0	0	0	0	0
ENSMUSG00000061068.6	chr14	56059744	56062310	-	2567	0	0	0	0	0	0	0	0
ENSMUSG00000022157.7	chr14	56082166	56085216	-	3051	0	4	1	1	2	3	3	3
ENSMUSG00000098961.1	chr14	56082401	56082468	-	68	0	0	0	0	0	0	0	0
ENSMUSG00000040314.1	chr14	56099881	56102574	-	2694	2	6	1	5	9	8	4	7
ENSMUSG00000022156.7	chr14	56117619	56120625	-	3007	0	0	0	0	0	0	0	0
ENSMUSG00000059256.6	chr14	56129556	56132608	-	3053	0	0	0	0	0	0	0	0
ENSMUSG00000040284.4	chr14	56156582	56159579	-	2998	0	0	0	0	0	0	0	0
ENSMUSG00000015443.8	chr14	56165797	56174596	-	8800	0	0	0	0	0	0	0	0
ENSMUSG00000015441.3	chr14	56205266	56211407	-	6142	0	0	0	0	0	0	0	0
ENSMUSG00000079186.2	chr14	56231401	56234656	-	3256	0	0	0	0	0	0	0	0
ENSMUSG00000077160.1	chr14	56240560	56240685	+	126	0	0	0	0	0	0	0	0
ENSMUSG00000097936.1	chr14	56250069	56251077	+	1009	0	0	0	0	0	0	0	0
ENSMUSG00000015437.4	chr14	56258856	56262260	-	3405	0	0	0	1	0	0	0	1
ENSMUSG00000022229.2	chr14	56365068	56388551	+	23484	0	0	0	0	0	0	0	0
ENSMUSG00000000365.8	chr14	56402697	56525032	+	122336	12	21	14	16	22	33	12	13
ENSMUSG00000088761.1	chr14	56416766	56416868	+	103	0	0	0	0	0	0	0	0
ENSMUSG00000064128.6	chr14	56526761	56571846	-	45086	231	370	263	219	399	530	170	273
ENSMUSG00000089170.1	chr14	56535971	56536077	+	107	0	0	0	0	0	0	0	0
ENSMUSG00000054509.7	chr14	56575619	56659794	+	84176	1621	2200	1577	1512	2262	3969	1925	2901
ENSMUSG00000090038.7	chr14	56607261	56620513	-	13253	0	0	1	2	4	5	0	0
ENSMUSG00000110165.1	chr14	56665605	56668124	-	2520	7	16	6	2	8	12	1	6
ENSMUSG00000079184.10	chr14	56668248	56697430	+	29183	403	607	419	316	514	679	232	195
ENSMUSG00000097743.1	chr14	56696280	56701268	-	4989	66	72	41	29	34	18	10	25
ENSMUSG00000021938.11	chr14	56722441	56778316	-	55876	321	762	381	485	459	913	396	634
ENSMUSG00000079489.2	chr14	56733657	56734954	-	1298	0	0	0	0	0	0	0	0
ENSMUSG00000094250.1	chr14	56787517	56787687	-	171	0	0	0	0	0	0	0	1
ENSMUSG00000040123.16	chr14	56790585	56811716	-	21132	672	1034	689	581	886	1175	622	747
ENSMUSG00000100017.1	chr14	56811953	56815597	+	3645	51	85	64	45	69	55	19	19
ENSMUSG00000077685.1	chr14	56837071	56837156	-	86	0	0	0	0	0	0	0	0
ENSMUSG00000087941.2	chr14	56852758	56852816	-	59	0	0	0	0	0	0	0	0
ENSMUSG00000088180.1	chr14	56852830	56852888	-	59	0	0	0	0	0	0	0	0
ENSMUSG00000021945.8	chr14	56887795	56962579	+	74785	1031	1727	1243	981	1756	2479	833	1258
ENSMUSG00000096144.1	chr14	57015134	57018982	+	3849	0	0	0	0	0	0	0	0
ENSMUSG00000048582.6	chr14	57035608	57058030	-	22423	0	0	0	0	0	0	0	0
ENSMUSG00000046352.7	chr14	57098600	57104702	-	6103	0	0	0	0	0	1	0	0
ENSMUSG00000089840.1	chr14	57112506	57115883	-	3378	0	0	0	0	0	0	0	0
ENSMUSG00000040055.8	chr14	57123303	57133611	-	10309	0	0	0	0	0	0	0	0
ENSMUSG00000021947.10	chr14	57275034	57398483	-	123450	275	558	265	237	335	542	237	186
ENSMUSG00000077497.1	chr14	57333366	57333485	-	120	0	0	0	0	0	0	0	0
ENSMUSG00000040040.16	chr14	57424062	57517936	+	93875	88	221	97	94	120	244	100	79
ENSMUSG00000081238.3	chr14	57435721	57436513	-	793	0	0	0	0	0	0	0	0
ENSMUSG00000086486.1	chr14	57506744	57510835	-	4092	0	0	0	0	0	0	0	0
ENSMUSG00000050222.10	chr14	57524829	57543165	+	18337	0	0	0	0	0	0	0	0
ENSMUSG00000021951.5	chr14	57549598	57571569	-	21972	143	195	124	91	208	320	124	94
ENSMUSG00000097933.1	chr14	57571624	57572368	+	745	0	2	1	0	0	0	0	0
ENSMUSG00000021952.15	chr14	57581002	57665430	-	84429	471	799	521	456	653	1143	471	594
ENSMUSG00000021959.15	chr14	57642077	57758388	-	116312	1327	1739	1395	1138	2019	3053	1286	1058
ENSMUSG00000064525.1	chr14	57697809	57697937	+	129	0	0	0	0	0	0	0	0
ENSMUSG00000092358.1	chr14	57698013	57698219	+	207	0	0	0	0	0	0	0	0
ENSMUSG00000021963.16	chr14	57798180	57804980	+	6801	952	1166	977	780	1375	2307	1120	856
ENSMUSG00000092784.1	chr14	57798424	57798487	+	64	0	0	0	0	0	0	0	0
ENSMUSG00000021965.2	chr14	57806561	57826163	-	19603	20	32	16	22	41	35	35	14
ENSMUSG00000021967.3	chr14	57826239	57828745	+	2507	326	426	341	213	407	559	283	186
ENSMUSG00000065374.1	chr14	57831063	57831209	-	147	1	1	2	0	0	0	0	0
ENSMUSG00000021969.7	chr14	57832702	57890262	-	57561	2094	3173	2445	2032	2981	5358	2471	2813
ENSMUSG00000021973.8	chr14	57916280	57999262	-	82983	828	1307	885	741	1208	2156	839	942
ENSMUSG00000097303.1	chr14	57999323	58003695	+	4373	0	9	5	3	3	7	2	5
ENSMUSG00000021974.14	chr14	58070547	58112337	+	41791	8	6	6	4	9	9	0	9
ENSMUSG00000091132.1	chr14	58105772	58106129	-	358	0	0	0	0	0	0	0	0
ENSMUSG00000077201.1	chr14	58650268	58650400	-	133	0	0	0	0	0	0	0	0
ENSMUSG00000098157.1	chr14	58878833	58880228	-	1396	0	0	0	0	0	0	0	0
ENSMUSG00000059835.1	chr14	58893506	58894129	+	624	0	0	0	0	0	1	0	0
ENSMUSG00000021977.11	chr14	59133040	59142893	-	9854	0	0	0	0	0	0	0	0
ENSMUSG00000053868.3	chr14	59158503	59178749	-	20247	0	0	0	0	0	0	0	0
ENSMUSG00000035469.17	chr14	59201209	59237265	+	36057	1193	1683	1254	993	1633	2540	1065	1448
ENSMUSG00000090881.1	chr14	59244441	59260216	-	15776	51	108	56	39	54	84	42	299
ENSMUSG00000044703.5	chr14	59276913	59297522	-	20610	109	109	80	87	125	197	88	471
ENSMUSG00000091649.3	chr14	59320964	59341351	-	20388	747	806	644	539	866	1349	712	2155
ENSMUSG00000068245.14	chr14	59347407	59365470	-	18064	475	506	472	423	568	1051	533	1542
ENSMUSG00000091144.2	chr14	59380833	59395381	-	14549	33	76	43	43	41	70	14	150
ENSMUSG00000071350.12	chr14	59402009	59440884	-	38876	250	435	295	274	475	619	366	2642
ENSMUSG00000089643.2	chr14	59414270	59414564	-	295	0	0	0	0	0	0	0	0
ENSMUSG00000021981.9	chr14	59440981	59548903	+	107923	740	948	701	614	877	1484	620	1203
ENSMUSG00000021982.13	chr14	59560896	59597836	-	36941	417	616	485	361	552	867	364	325
ENSMUSG00000044461.5	chr14	59625281	59631658	+	6378	0	0	0	1	2	1	0	0
ENSMUSG00000021983.15	chr14	59647531	60197179	-	549649	11	32	16	12	13	22	7	15
ENSMUSG00000087286.1	chr14	60039610	60040491	-	882	0	0	0	0	0	0	0	0
ENSMUSG00000086112.1	chr14	60087071	60096093	+	9023	0	0	0	0	0	0	0	0
ENSMUSG00000075288.2	chr14	60141063	60141410	+	348	0	0	0	0	0	0	1	0
ENSMUSG00000072068.4	chr14	60154151	60154355	+	205	0	0	0	0	0	0	0	0
ENSMUSG00000063895.6	chr14	60219204	60251507	-	32304	945	1232	1028	884	1401	2700	1586	1784
ENSMUSG00000076270.1	chr14	60228806	60228915	-	110	0	0	0	0	0	0	0	0
ENSMUSG00000021987.8	chr14	60265205	60302370	+	37166	3298	4099	3355	3032	4706	9074	5305	5198
ENSMUSG00000021986.7	chr14	60378286	60381003	+	2718	0	0	0	1	0	1	5	5
ENSMUSG00000101797.1	chr14	60485208	60599031	+	113824	1	2	2	2	1	7	0	4
ENSMUSG00000021990.15	chr14	60634001	60764556	+	130556	120	173	135	155	282	919	776	709
ENSMUSG00000071347.3	chr14	60768134	60780869	+	12736	1	1	0	0	1	0	0	0
ENSMUSG00000084951.1	chr14	60776329	60784581	-	8253	0	0	0	0	0	0	1	0
ENSMUSG00000021993.9	chr14	60784566	60903610	+	119045	95	188	92	87	120	207	74	80
ENSMUSG00000060548.12	chr14	60963834	61046855	-	83022	0	0	0	2	0	0	0	0
ENSMUSG00000048279.17	chr14	61138457	61240695	+	102239	541	748	523	434	706	1054	470	382
ENSMUSG00000035296.13	chr14	61221059	61258490	-	37432	0	0	0	0	0	0	0	7
ENSMUSG00000101505.1	chr14	61292980	61318146	-	25167	9	9	12	3	15	22	10	147
ENSMUSG00000043157.7	chr14	61309753	61311936	+	2184	2312	2815	2184	1447	2512	3281	1247	671
ENSMUSG00000021928.8	chr14	61339763	61360445	-	20683	152	210	145	129	229	381	167	415
ENSMUSG00000089253.1	chr14	61342964	61343067	-	104	0	0	0	0	0	0	0	0
ENSMUSG00000021929.8	chr14	61365186	61439947	-	74762	2278	2975	2532	2844	4387	16359	11763	16920
ENSMUSG00000021930.14	chr14	61531993	61556886	-	24894	474	604	693	752	1151	3212	1658	1863
ENSMUSG00000035235.12	chr14	61598226	61605946	+	7721	110	120	129	112	261	1046	742	542
ENSMUSG00000097589.9	chr14	61602839	61682373	-	79535	687	2457	1030	2106	1368	2299	436	1327
ENSMUSG00000046168.8	chr14	61607482	61611916	+	4435	0	2	2	1	1	6	3	5
ENSMUSG00000098183.1	chr14	61625926	61627337	-	1412	0	0	0	0	0	0	0	0
ENSMUSG00000098967.1	chr14	61629093	61629206	+	114	0	0	0	0	0	0	0	0
ENSMUSG00000098088.1	chr14	61629484	61630414	+	931	0	0	0	0	0	0	0	0
ENSMUSG00000092995.1	chr14	61631880	61631972	-	93	0	0	0	0	0	0	0	0
ENSMUSG00000093007.1	chr14	61632027	61632110	-	84	0	0	0	0	0	0	0	0
ENSMUSG00000098914.1	chr14	61643371	61643455	+	85	0	0	0	0	0	0	0	0
ENSMUSG00000098626.1	chr14	61648638	61648774	+	137	0	0	0	0	0	1	0	1
ENSMUSG00000097997.1	chr14	61648950	61667312	+	18363	5	11	2	2	9	10	6	14
ENSMUSG00000099039.1	chr14	61666387	61666642	+	256	0	0	0	0	0	0	0	0
ENSMUSG00000103869.1	chr14	61667220	61670131	-	2912	0	0	0	0	0	0	0	0
ENSMUSG00000102151.1	chr14	61677443	61681494	-	4052	0	0	0	0	0	0	0	0
ENSMUSG00000104187.1	chr14	61683510	61685656	+	2147	0	9	4	11	8	3	0	1
ENSMUSG00000098096.1	chr14	62201915	62204352	-	2438	0	0	0	0	0	0	0	0
ENSMUSG00000048281.8	chr14	62276231	62292979	-	16749	0	0	0	1	0	0	0	1
ENSMUSG00000021932.13	chr14	62292589	62372992	+	80404	118	205	119	96	136	298	117	212
ENSMUSG00000021933.11	chr14	62392676	62456289	-	63614	0	0	0	0	0	0	0	0
ENSMUSG00000100486.7	chr14	62463414	62566921	-	103508	3	5	2	1	1	4	1	0
ENSMUSG00000064556.1	chr14	62521023	62521152	+	130	0	0	0	0	0	0	0	0
ENSMUSG00000035184.15	chr14	62555737	62608486	+	52750	0	1	0	0	0	0	0	6
ENSMUSG00000096402.1	chr14	62634962	62635093	-	132	0	0	0	0	0	0	0	0
ENSMUSG00000091155.1	chr14	62663667	62692243	+	28577	1	0	0	0	1	1	0	0
ENSMUSG00000089531.1	chr14	62668612	62668770	+	159	0	0	0	0	0	0	0	0
ENSMUSG00000035161.6	chr14	62676330	62761112	-	84783	1534	2514	1895	1994	2922	4719	1723	1723
ENSMUSG00000097775.1	chr14	62760501	62830126	+	69626	10	38	12	10	11	26	3	9
ENSMUSG00000097501.1	chr14	62836908	62838207	-	1300	38	39	36	27	67	83	56	41
ENSMUSG00000014547.9	chr14	62837690	62956886	+	119197	1632	4312	1972	2402	3025	6053	2331	6167
ENSMUSG00000099245.1	chr14	62837721	62837857	+	137	0	0	0	0	0	0	0	0
ENSMUSG00000098858.1	chr14	62865542	62865651	+	110	0	0	0	0	0	0	0	0
ENSMUSG00000084465.1	chr14	62869714	62869832	+	119	0	0	0	0	0	0	0	0
ENSMUSG00000075574.2	chr14	62977524	62984510	-	6987	0	0	0	0	0	0	0	0
ENSMUSG00000075573.3	chr14	62998102	63001066	+	2965	0	0	0	0	0	0	0	6
ENSMUSG00000075572.1	chr14	63011771	63018088	+	6318	0	0	1	0	0	0	0	2
ENSMUSG00000075571.8	chr14	63034087	63049960	-	15874	5	8	7	7	4	7	3	2
ENSMUSG00000054763.9	chr14	63046991	63058149	+	11159	0	0	0	0	0	0	0	3
ENSMUSG00000064399.1	chr14	63099536	63099642	+	107	0	0	0	0	0	0	0	0
ENSMUSG00000021939.7	chr14	63122462	63145919	+	23458	500236	640226	516473	420179	705288	1158012	534925	454567
ENSMUSG00000021273.9	chr14	63145153	63177793	-	32641	302	423	220	194	358	708	300	291
ENSMUSG00000035121.5	chr14	63182443	63193541	-	11099	84	140	78	72	88	133	67	46
ENSMUSG00000021944.15	chr14	63198922	63271692	-	72771	0	0	0	2	0	0	0	0
ENSMUSG00000014453.3	chr14	63372837	63417187	-	44351	0	0	0	2	0	1	0	2
ENSMUSG00000097948.1	chr14	63428733	63429730	-	998	0	0	0	0	0	0	0	0
ENSMUSG00000035095.11	chr14	63436394	63465498	+	29105	2	2	6	6	9	16	8	6
ENSMUSG00000021953.14	chr14	63492347	63509092	-	16746	0	0	0	0	0	0	0	1
ENSMUSG00000090374.1	chr14	63493699	63499872	+	6174	0	0	0	0	0	0	0	0
ENSMUSG00000035078.5	chr14	63523616	63543953	-	20338	1179	1385	1116	946	1523	2459	1153	1089
ENSMUSG00000087652.1	chr14	63602524	63607372	-	4849	0	0	0	1	0	0	0	0
ENSMUSG00000035067.9	chr14	63606503	63820809	+	214307	7	23	8	24	16	62	16	23
ENSMUSG00000076049.4	chr14	63727189	63727267	+	79	0	0	0	0	0	0	0	0
ENSMUSG00000021958.4	chr14	63860312	63919859	+	59548	82	207	93	82	98	177	60	130
ENSMUSG00000063060.5	chr14	63943674	63950732	+	7059	16	22	24	37	52	42	11	3
ENSMUSG00000021961.5	chr14	63971122	63987780	-	16659	0	0	0	0	0	0	0	0
ENSMUSG00000046049.6	chr14	63992431	64033504	+	41074	0	0	0	0	0	0	0	0
ENSMUSG00000034623.14	chr14	64075438	64090162	-	14725	0	0	0	0	0	0	0	2
ENSMUSG00000052099.13	chr14	64086234	64097670	+	11437	0	0	0	0	0	0	0	0
ENSMUSG00000091686.1	chr14	64099295	64104235	-	4941	0	0	0	0	0	0	0	0
ENSMUSG00000021966.7	chr14	64104286	64113755	+	9470	0	0	0	0	0	0	0	0
ENSMUSG00000090785.1	chr14	64111200	64114641	-	3442	0	0	1	0	0	3	1	1
ENSMUSG00000054733.9	chr14	64122625	64455903	-	333279	319	899	438	578	566	1516	400	1048
ENSMUSG00000097545.7	chr14	64587331	64593961	+	6631	0	0	0	0	0	0	0	0
ENSMUSG00000065597.1	chr14	64590657	64590741	+	85	0	0	0	0	0	0	0	0
ENSMUSG00000092972.1	chr14	64591185	64591271	+	87	0	0	0	0	0	0	0	0
ENSMUSG00000060012.7	chr14	64652531	64806296	+	153766	3565	6633	4055	4051	5617	9912	3605	3277
ENSMUSG00000064442.1	chr14	64753918	64754052	+	135	0	0	0	0	0	0	0	0
ENSMUSG00000021972.14	chr14	64811600	64949871	-	138272	6193	8702	5947	5180	8258	12591	5556	5212
ENSMUSG00000102764.1	chr14	64835855	64839259	-	3405	0	0	0	0	0	0	0	0
ENSMUSG00000098837.1	chr14	64839100	64839418	+	319	0	0	0	0	0	0	0	0
ENSMUSG00000021975.7	chr14	64950045	65039835	+	89791	387	721	470	334	480	773	299	392
ENSMUSG00000021978.8	chr14	65052060	65098106	-	46047	1021	1357	1071	786	1145	1747	759	648
ENSMUSG00000007989.6	chr14	65201026	65262463	-	61438	0	0	0	0	2	1	0	1
ENSMUSG00000098479.1	chr14	65206894	65206969	-	76	0	0	0	0	0	0	0	0
ENSMUSG00000034532.8	chr14	65266701	65321501	+	54801	0	0	0	0	0	0	0	1
ENSMUSG00000034522.9	chr14	65358676	65398930	+	40255	1060	1595	1083	973	1565	1851	525	265
ENSMUSG00000045731.5	chr14	65400673	65425472	-	24800	0	0	0	0	0	0	0	0
ENSMUSG00000022031.5	chr14	65530446	65593112	-	62667	425	586	401	345	539	844	336	301
ENSMUSG00000061356.13	chr14	65598546	65648531	+	49986	0	0	0	0	0	0	0	0
ENSMUSG00000022032.14	chr14	65666403	65764826	+	98424	0	0	0	2	0	1	0	0
ENSMUSG00000022033.9	chr14	65805837	65817822	+	11986	47	39	24	35	61	92	62	18
ENSMUSG00000022034.9	chr14	65819038	65833994	-	14957	26	30	15	12	42	54	28	8
ENSMUSG00000022035.5	chr14	65837302	65866604	+	29303	602	727	582	504	706	1320	695	1616
ENSMUSG00000034463.3	chr14	65919395	65953744	-	34350	0	0	0	13	0	0	1	0
